StationCode,Date,fieldcrew,debriscategory,Parameter,Result,resulttext,comments,downstreamupstream,segmentlength,studytype,statelocation,sccwrp_sites_rowid
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Glass,Glass Pieces,1,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Beverage Bottles,1,,,Not specified,300 ft,SoCalTally,Southern,10
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Plastic,Single Use Container,1,,,Not specified,300 ft,SoCalTally,Southern,10
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Biodegradable,Biodegradable Other,3,,3 pencils,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Biohazard,Biohazard Other,1,,1 bandaid,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Construction,Construction Other,1,,1 paint roller,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Construction,Rebar,7,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Large,Tires,2,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Bag - reusable,3,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Foam Plate,1,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Pens/Markers,5,,,Not specified,300 ft,SoCalTally,Southern,16
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Plastic Straw Wrapper,2,,,Not specified,300 ft,SoCalTally,Southern,16
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Biodegradable,Biodegradable Other,1,,1 popsicle stick,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Biohazard,Human Waste/Diapers/TP,4,,4 baby wipes,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Construction,Concrete/Asphalt,4,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Construction,Construction Other,1,,1 Wood Pallet,Not specified,300 ft,SoCalTally,Southern,38
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Foam Plate,4,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Hard Plastic Container,1,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Hard Plastic Pieces,40,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Lid,5,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Plastic Pipe,2,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Single Use Container,3,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Soft Plastic Pieces,-99,H,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Straw/Stirrer,26,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Tobacco Wrapper/Pieces,9,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Wrapper/Wrapper Pieces,-99,H,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Plastic,Plastic Other,16,,"2 fishing line, 3 gloves, 5 tape, 1 table cloth, 1 dental pick, 1 plastic strap, 1 Bott,,s Pot, 1 Bottom traffic cone, 1 Phone cord",Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Fabric and Cloth,"Natural (Cotton, Wool)",18,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Fabric and Cloth,Synthetic Fabric,61,,"For the whole fabric category, mostly clothes",Not specified,100 ft,SoCalTally,Southern,39
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Straw/Stirrer,6,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River at Rosecrans,9/14/2018,SCCWRP + Algalita 1 + Algalita 2,Biohazard,Medical waste,1,,,Not specified,100 ft,SoCalTally,Southern,31
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Miscellaneous,Sports Balls,3,,,Not specified,300 ft,SoCalTally,Southern,10
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Bag - single use,14,,,Not specified,100 ft,SoCalTally,Southern,37
Craig Park (0-300ft),9/11/2019,Shelly Moore/Miranda Roethler,Large,Garbage Bags of Trash,2,,"No, both in 300 ft transect -DS 11/4/19",Not specified,300 ft,SoCalTally,Southern,10
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Bag Pieces,4,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Beverage Bottles,2,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Chip Bags,3,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Cigarette Butts,11,,,Not specified,100 ft,SoCalTally,Southern,37
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Fabric and Cloth,Synthetic Fabric,22,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Fabric and Cloth,Fabric Other,3,,"1 cloth flower, 2 stuffed animals",Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Biodegradable,Food Waste,7,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Biodegradable,Paper/ cardboard,114,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Biodegradable,Biodegradable Other,4,,"1 pencil, 2 corks, 1 wooden paintbrush",Not specified,100 ft,SoCalTally,Southern,17
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Biodegradable,Paper/ cardboard,41,,"includes napkins, receipts, reports",Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Construction,Fabricated Wood,1,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Glass,Glass Bottles,1,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Metal,Aluminum Foil pieces,5,,,Not specified,100 ft,SoCalTally,Southern,26
San Diego Creek (0-100ft),9/13/2019,Dana Shultz/Raeann,Metal,Aluminum or Steel Cans,7,,,Not specified,100 ft,SoCalTally,Southern,26
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Cups,3,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Hard Plastic Container,2,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Hard Plastic Pieces,8,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Lid,4,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Plastic Straw Wrapper,1,,,Not specified,100 ft,SoCalTally,Southern,37
Trabuco Creek (0-100ft),9/24/2019,Kelcey Chung,Plastic,Soft Plastic Pieces,5,,,Not specified,100 ft,SoCalTally,Southern,37
Greenville - Banning Channel (0-100ft),10/18/2019,Raeann Iller,Biodegradable,Paper/ cardboard,22,,,Not specified,100 ft,SoCalTally,Southern,15
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Fabric and Cloth,"Natural (Cotton, Wool)",18,,,Not specified,300 ft,SoCalTally,Southern,16
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Metal,Auto Parts,1,,part of rim (photo taken),Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Metal,Metal Pipe/Bar Segments,8,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Metal,Spray Paint Cans,1,,,Not specified,100 ft,SoCalTally,Southern,39
Whittier Narrows Nature Center,9/20/2019,"Miranda Roethler, Shelly Moore, Raeann",Metal,"Wire (barb, chicken, etc.)",2,,,Not specified,100 ft,SoCalTally,Southern,39
Rynerson Park South,9/14/2018,Algalita 1,Glass,Glass Bottles,1,,,Not specified,100 ft,SoCalTally,Southern,25
Rynerson Park South,9/14/2018,Algalita 1,Glass,Glass Pieces,-99,H,,Not specified,100 ft,SoCalTally,Southern,25
Rynerson Park South,9/14/2018,Algalita 1,Glass,Glass Other,1,,,Not specified,100 ft,SoCalTally,Southern,25
Rynerson Park South,9/14/2018,Algalita 1,Metal,Aluminum or Steel Cans,1,,,Not specified,100 ft,SoCalTally,Southern,25
Rynerson Park South,9/14/2018,Algalita 1,Metal,Auto Parts,1,,,Not specified,100 ft,SoCalTally,Southern,25
Rynerson Park South,9/14/2018,Algalita 1,Metal,Metal Bottle Caps,1,,,Not specified,100 ft,SoCalTally,Southern,25
Rynerson Park South,9/14/2018,Algalita 1,Metal,Metal Pipe/Bar Segments,6,,,Not specified,100 ft,SoCalTally,Southern,25
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Fabric and Cloth,Shoes,2,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Large,Tires,1,,1 Bicycle wheel,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Miscellaneous,E-waste,1,,1 speaker,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Bag Pieces,4,,,Not specified,300 ft,SoCalTally,Southern,38
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Plastic Straw Wrapper,1,,,Not specified,300 ft,SoCalTally,Southern,38
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Fabric and Cloth,Shoes,1,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,Aluminum or Steel Cans,11,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,Batteries - Akaline,2,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,Metal Bottle Caps,6,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,Metal Pipe/Bar Segments,1,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,"Nails, Screws, Bolts, etc.",1,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,Spray Paint Cans,15,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,"Wire (barb, chicken, etc.)",3,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Metal,Metal Other,8,,"1 zipper, 1 metal piece, 1 fork, 4 containers, 1 can lid",Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Miscellaneous,E-waste,5,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Miscellaneous,Rubber/Rubber Pieces,5,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Miscellaneous,Sports Balls,5,,,Not specified,100 ft,SoCalTally,Southern,17
Rynerson Park South,9/14/2018,Cody Fees,Metal,Aluminum or Steel Cans,3,,,Not specified,100 ft,SoCalTally,Southern,25
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Metal Other,12,,"magnet, penny, padlock top, small metal piece, quarter, necklace chain",Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,E-Waste,1,,,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,Rubber/Rubber Pieces,2,,1 rubber band,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River 185th,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,Misc. Other,1,,tire piece,Not specified,100 ft,SoCalTally,Southern,28
San Gabriel River Flora Vista St.,7/19/2018,Shelly Moore; Dana Shultz; Miranda Roethler; CR,Plastic,Bag - single use,1,,,Not specified,100 ft,SoCalTally,Southern,33
San Gabriel River Flora Vista St.,7/19/2018,Shelly Moore; Dana Shultz; Miranda Roethler; CR,Plastic,Cigarette Butts,7,,,Not specified,100 ft,SoCalTally,Southern,33
San Gabriel River Flora Vista St.,7/19/2018,Shelly Moore; Dana Shultz; Miranda Roethler; CR,Plastic,Container Cap/Pieces,3,,,Not specified,100 ft,SoCalTally,Southern,33
San Gabriel River Flora Vista St.,7/19/2018,Shelly Moore; Dana Shultz; Miranda Roethler; CR,Plastic,Foam Pieces/Pellets,3,,,Not specified,100 ft,SoCalTally,Southern,33
San Gabriel River Flora Vista St.,7/19/2018,Shelly Moore; Dana Shultz; Miranda Roethler; CR,Plastic,Hard Plastic Pieces,40,,,Not specified,100 ft,SoCalTally,Southern,33
San Gabriel River Flora Vista St.,7/19/2018,Shelly Moore; Dana Shultz; Miranda Roethler; CR,Plastic,Soft Plastic Pieces,2,,,Not specified,100 ft,SoCalTally,Southern,33
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Plastic,Bag - single use,2,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Plastic,Cigarette Butts,1,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Plastic,Foam Pieces/Pellets,2,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Plastic,Hard Plastic Pieces,4,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Plastic,Soft Plastic Pieces,2,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Plastic,Wrapper/Wrapper Pieces,1,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Fabric and Cloth,Synthetic Fabric,1,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Biodegradable,Paper/ cardboard,6,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Construction,Concrete/Asphalt,2,,,Not specified,100 ft,SoCalTally,Southern,32
San Gabriel River at Wardlow,9/6/2018,Miranda Roethler,Construction,Construction Other,1,,roofing shingle,Not specified,100 ft,SoCalTally,Southern,32
Rynerson Park South,9/14/2018,Algalita 1,Fabric and Cloth,"Natural (Cotton, Wool)",3,,,Not specified,100 ft,SoCalTally,Southern,25
Greenville - Banning Channel (0-300ft),10/18/2019,Raeann Iller/Miranda Roethler,Plastic,Lid,20,,,Not specified,300 ft,SoCalTally,Southern,16
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Fabric and Cloth,"Natural (Cotton, Wool)",12,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Fabric and Cloth,Shoes,3,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Fabric and Cloth,Synthetic Fabric,88,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Fabric and Cloth,Tent/Sleeping bag,5,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Fabric and Cloth,Fabric Other,6,,"3 socks, 1 backpack, 1 suitcase, 1 dog bed",Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Large,Shopping Carts,1,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Large,Tires,3,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Biodegradable,Paper/ cardboard,33,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Biodegradable,Biodegradable Other,1,,1 $5 bill,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Biohazard,Medical waste,2,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Construction,Bricks,2,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Construction,Concrete/Asphalt,5,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Construction,Fabricated Wood,20,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Construction,Construction Other,16,,16 ceramic?,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Glass,Glass Bottles,2,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Glass,Glass Pieces,65,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Metal,Aluminum Foil pieces,12,,,Not specified,100 ft,SoCalTally,Southern,40
Coyote Creek at Willow,9/6/2018,Miranda Roethler,Construction,Fabricated Wood,6,,,Not specified,100 ft,SoCalTally,Southern,8
Coyote Creek at Willow,9/6/2018,Miranda Roethler,Construction,Construction Other,1,,paint chip,Not specified,100 ft,SoCalTally,Southern,8
Coyote Creek at Willow,9/6/2018,Miranda Roethler,Glass,Glass Pieces,60,,,Not specified,100 ft,SoCalTally,Southern,8
Coyote Creek at Willow,9/6/2018,Miranda Roethler,Metal,Aluminum Foil pieces,2,,,Not specified,100 ft,SoCalTally,Southern,8
Coyote Creek at Willow,9/6/2018,Miranda Roethler,Metal,Aluminum or Steel Cans,2,,,Not specified,100 ft,SoCalTally,Southern,8
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Fabric and Cloth,"Natural (Cotton, Wool)",4,,,Not specified,100 ft,SoCalTally,Southern,17
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Aluminum Foil pieces,17,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Aluminum or Steel Cans,2,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Bag - single use,14,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Beverage Bottles,6,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Construction,Bricks,1,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,Ceramic Pots/Shards,3,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Chip Bags,2,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Cigarette Butts,281,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Cigar Tips,1,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Container Cap/Pieces,16,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Cups,2,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,E-waste,2,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Construction,Fabricated Wood,7,,,Not specified,100 ft,SoCalTally,Southern,29
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Metal,Aluminum or Steel Cans,17,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Metal,Batteries - Akaline,1,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Metal,Metal Pipe/Bar Segments,12,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Metal,"Wire (barb, chicken, etc.)",4,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Metal,Metal Other,7,,"2 metal can lids, 1 metal piece, 1 bracket, 1 shopping cart remnant, 1 collapsable chain, 1 umbrella frame",Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Miscellaneous,E-waste,22,,"4 plastic-coated wire, 1 aux cable",Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Miscellaneous,Foam rubber,1,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Miscellaneous,Rubber/Rubber Pieces,12,,,Not specified,100 ft,SoCalTally,Southern,40
Whittier Narrows Nature Center revisit,12/11/2019,Shelly Moore/Miranda Roethler,Miscellaneous,Waxed Paper Cups/Plates,1,,,Not specified,100 ft,SoCalTally,Southern,40
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Foam Cups,1,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,"Nails, Screws, Bolts, etc.",45,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Fabric and Cloth,"Natural (Cotton, Wool)",13,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Biodegradable,Paper/ cardboard,139,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Pens/Markers,2,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Plastic 6-Pack Holder,1,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Plastic Other,27,,"knife, tape, ketchup container, fishing line, bubble wrap, fork, glove, hanger, dental pick",Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Miscellaneous,Rubber/Rubber Pieces,11,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Single Use Container,5,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Metal,Small Batteries,27,,,Not specified,100 ft,SoCalTally,Southern,29
San Gabriel River at 91 Freeway,7/19/2018,Dana Shultz; Miranda Roethler; CR,Plastic,Soft Plastic Pieces,86,,,Not specified,100 ft,SoCalTally,Southern,29
Trabuco Creek (0-300ft),9/24/2019,Kelcey Chung/Miranda Roethler,Plastic,Cups,3,,,Not specified,300 ft,SoCalTally,Southern,38
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Miscellaneous,Waxed Paper Cups/Plates,4,,,Not specified,100 ft,SoCalTally,Southern,17
LA River at Bicycle Casino,10/23/2019,Ashley Lockwood,Miscellaneous,Misc. Other,2,,"1 brush, 1 caprisun",Not specified,100 ft,SoCalTally,Southern,17
